,Symbol,Count Day,From,To,Min,Max,Mean Price,STD Price,Mean Volume,STD Volume,Day 1,Day 2,Day 3,Day 4,Day 5,Day Full
369,KBC,5.0,54.6,51.8,51.8,54.6,52.82,1.11,"8,769,560.00","5,072,912.58",0.0,-0.86,-0.76,-0.1,-1.05,-1.05
370,KDH,5.0,53.8,51.0,51.0,53.8,51.92,1.13,"1,297,220.00","403,800.41",0.0,-0.49,-0.13,-0.53,-1.06,-1.06
371,ITC,5.0,19.1,18.1,18.1,19.1,18.48,0.39,"786,940.00","491,490.33",0.0,-1.09,-0.18,-0.54,-1.07,-1.07
372,C47,5.0,21.1,20.0,20.0,21.1,20.45,0.41,"469,380.00","120,328.23",0.0,-0.99,-0.41,-0.62,-1.07,-1.07
373,VGT,5.0,26.6,25.2,25.2,26.6,25.64,0.55,"3,885,451.60","1,322,512.99",0.0,-0.39,-0.26,-0.39,-1.08,-1.08
374,POW,5.0,17.05,16.15,16.15,17.2,16.75,0.41,"18,678,100.00","3,121,499.82",0.0,-1.36,-1.21,-1.56,-1.08,-1.08
375,GSP,5.0,17.05,16.15,16.15,17.05,16.64,0.4,"934,200.00","376,280.19",0.0,-0.92,-1.79,-0.53,-1.08,-1.08
376,CTS,5.0,39.3,37.2,37.2,39.3,38.38,0.79,"721,560.00","184,970.90",0.0,-1.83,-0.79,-0.98,-1.09,-1.09
377,PVM,5.0,22.6,21.4,21.4,22.6,22.0,0.49,"227,600.00","165,007.32",0.0,-0.92,-1.51,-0.46,-1.09,-1.09
378,MHC,5.0,13.1,12.4,12.4,13.1,12.69,0.27,"868,460.00","301,056.45",0.0,-1.19,-0.92,-0.2,-1.09,-1.09
379,PVP,5.0,20.7,19.6,19.6,20.8,20.18,0.55,"1,337,940.20","758,258.12",0.0,-1.25,-1.96,-0.13,-1.09,-1.09
380,PMB,5.0,24.2,22.9,22.9,25.5,24.08,1.13,"200,031.40","68,398.03",0.0,-0.22,-3.52,-1.97,-1.1,-1.1
381,HU4,5.0,22.1,20.9,20.9,22.1,21.7,0.47,"150,285.00","112,332.51",0.0,-2.09,-1.24,-1.27,-1.11,-1.11
382,DHC,5.0,78.9,74.6,73.5,78.9,75.8,2.15,"225,860.00","47,023.54",0.0,0.75,-0.18,-0.79,-1.11,-1.11
383,BCM,5.0,76.6,72.4,71.5,76.6,73.74,2.01,"383,620.00","222,189.50",0.0,-0.68,0.42,-0.81,-1.12,-1.12
384,MBS,5.0,37.9,35.8,35.8,37.9,37.0,0.83,"1,210,046.40","435,251.36",0.0,-1.77,-0.73,-1.22,-1.13,-1.13
385,HNG,5.0,10.5,9.92,9.9,10.5,10.05,0.26,"14,533,560.00","4,624,579.34",0.0,0.0,0.07,-0.2,-1.13,-1.13
386,TCI,5.0,20.0,18.9,18.9,20.0,19.4,0.44,"852,332.60","285,662.10",0.0,-0.78,-0.52,-1.03,-1.13,-1.13
387,PET,5.0,55.6,52.5,51.0,55.6,52.66,1.75,"1,308,440.00","387,155.73",0.0,0.1,0.97,0.34,-1.14,-1.14
388,BMS,5.0,21.4,20.2,20.2,21.4,20.8,0.43,"172,263.60","67,909.46",0.0,-1.45,-0.81,-0.85,-1.15,-1.15
389,TDG,5.0,13.0,12.25,12.25,13.15,12.85,0.35,"1,045,600.00","507,267.67",0.0,-2.36,-2.34,-1.47,-1.18,-1.18
390,HHG,5.0,8.6,8.1,7.9,8.6,8.22,0.28,"1,240,437.00","374,018.31",0.0,-1.8,0.84,0.0,-1.19,-1.19
391,TCH,5.0,22.3,21.0,21.0,22.3,21.62,0.48,"7,957,400.00","2,078,511.01",0.0,-1.28,-0.7,-0.93,-1.19,-1.19
392,L18,5.0,61.6,58.0,58.0,61.6,59.72,1.34,"136,669.20","41,151.47",0.0,-1.93,-0.68,-0.64,-1.2,-1.2
393,SHS,5.0,43.9,41.3,41.3,43.9,42.74,0.96,"5,323,821.60","1,680,253.36",0.0,-1.77,-0.95,-1.12,-1.21,-1.21
394,LIG,5.0,15.2,14.3,14.3,15.2,14.68,0.33,"1,402,367.80","516,891.66",0.0,-1.03,-0.69,-0.69,-1.21,-1.21
395,HU1,5.0,16.05,15.1,15.1,17.15,16.23,0.85,"114,580.00","33,105.85",0.0,-2.39,-3.87,-3.13,-1.21,-1.21
396,HAR,5.0,10.9,10.25,10.25,10.9,10.41,0.28,"2,317,320.00","699,014.67",0.0,0.0,0.0,-0.36,-1.22,-1.22
397,OIL,5.0,21.6,20.3,20.3,21.9,21.14,0.63,"5,252,534.60","2,153,923.38",0.0,-1.68,-2.5,-0.73,-1.23,-1.23
398,VDS,5.0,39.9,37.5,37.5,39.9,38.94,0.91,"1,049,200.00","412,442.95",0.0,-2.19,-1.63,-0.78,-1.23,-1.23
399,TLH,5.0,21.5,20.2,20.2,21.5,20.78,0.49,"1,866,540.00","499,294.21",0.0,-1.22,-1.21,-0.43,-1.24,-1.24
400,EVG,5.0,14.9,14.0,14.0,14.9,14.36,0.34,"710,800.00","167,102.41",0.0,-0.71,-0.7,-0.7,-1.24,-1.24
401,CTD,5.0,90.5,85.0,85.0,90.5,87.06,2.53,"661,300.00","176,638.57",0.0,0.0,-0.31,-1.14,-1.25,-1.25
402,TDC,5.0,24.7,23.2,23.2,24.7,23.89,0.56,"879,080.00","331,180.44",0.0,-1.27,-0.64,-0.95,-1.25,-1.25
403,TNG,5.0,36.0,33.8,33.0,36.0,33.98,1.18,"3,789,523.80","1,001,482.84",0.0,0.75,0.8,0.0,-1.25,-1.25
404,GVR,5.0,36.75,34.5,34.5,36.75,35.82,0.86,"2,644,460.00","924,058.09",0.0,-1.49,-1.41,-1.26,-1.26,-1.26
405,FIT,5.0,14.5,13.6,13.6,14.5,13.92,0.37,"4,966,800.00","1,341,779.51",0.0,-1.09,0.0,-0.72,-1.27,-1.27
406,TVN,5.0,17.6,16.5,16.5,17.6,17.0,0.4,"1,382,434.80","394,856.30",0.0,-1.19,-1.18,-0.6,-1.28,-1.28
407,ITA,5.0,16.85,15.8,15.8,16.85,16.2,0.41,"11,897,680.00","3,570,307.32",0.0,-0.63,-0.42,-0.85,-1.28,-1.28
408,QCG,5.0,13.45,12.6,12.6,13.45,12.91,0.34,"749,440.00","187,690.26",0.0,-0.78,-0.26,-0.78,-1.3,-1.3
409,POM,5.0,15.75,14.75,14.75,15.75,15.19,0.38,"608,000.00","206,381.53",0.0,-1.17,-1.32,-0.42,-1.3,-1.3
410,HQC,5.0,8.04,7.53,7.53,8.04,7.68,0.21,"11,985,420.00","3,852,174.49",0.0,-0.46,-0.09,-0.56,-1.3,-1.3
411,BSR,5.0,29.5,27.6,27.6,29.5,28.62,0.73,"16,226,305.20","4,045,737.94",0.0,-1.59,-1.75,-0.71,-1.32,-1.32
412,FUEVN100,5.0,20.64,19.3,19.3,20.64,19.89,0.49,"181,020.00","84,885.32",0.0,-1.02,-1.0,-0.81,-1.33,-1.33
413,DIG,5.0,94.1,88.0,87.6,94.1,89.76,2.78,"5,407,960.00","2,570,754.65",0.0,-1.66,-0.04,0.11,-1.33,-1.33
414,SAM,5.0,19.95,18.65,18.65,19.95,19.15,0.49,"1,523,820.00","482,555.34",0.0,-1.31,-0.44,-0.59,-1.34,-1.34
415,TIS,5.0,13.8,12.9,12.9,13.8,13.24,0.34,"578,668.40","272,661.54",0.0,-1.14,-0.76,-0.38,-1.34,-1.34
416,HSG,5.0,42.45,39.65,39.65,42.45,40.98,1.06,"14,134,280.00","1,787,164.90",0.0,-1.6,-1.47,-0.47,-1.36,-1.36
417,VGC,5.0,54.7,51.0,51.0,54.7,53.14,1.37,"1,141,860.00","508,659.46",0.0,-2.18,-1.21,-1.33,-1.39,-1.39
418,PGS,5.0,29.5,27.5,27.5,30.0,28.86,0.96,"169,660.80","104,580.39",0.0,-2.11,-2.86,-0.98,-1.39,-1.39
419,NHA,5.0,66.0,61.5,61.5,66.0,62.92,1.85,"263,220.00","60,765.43",0.0,-1.43,-0.16,-0.2,-1.4,-1.4
420,HPG,5.0,51.1,47.6,47.6,51.1,49.43,1.26,"36,981,840.00","6,646,920.69",0.0,-1.59,-1.53,-0.95,-1.41,-1.41
421,PAN,5.0,34.0,31.65,31.65,34.0,32.78,0.85,"3,439,460.00","836,131.24",0.0,-1.39,-1.08,-1.04,-1.42,-1.42
422,DBC,5.0,78.5,73.0,73.0,78.5,74.62,2.29,"2,254,520.00","847,721.20",0.0,-0.14,-0.23,-0.64,-1.44,-1.44
423,PHP,5.0,29.8,27.7,27.7,29.8,28.56,0.87,"221,348.20","80,585.91",0.0,-0.89,-1.63,-0.27,-1.45,-1.45
424,SBT,5.0,25.5,23.7,23.7,25.5,24.44,0.68,"7,008,420.00","1,835,011.39",0.0,-1.44,-0.49,-0.88,-1.45,-1.45
425,VGS,5.0,40.8,37.9,37.9,40.8,39.24,1.12,"450,576.20","139,054.22",0.0,-2.29,-1.2,-0.39,-1.46,-1.46
426,VPH,5.0,16.1,14.95,14.95,16.1,15.44,0.42,"663,300.00","184,845.62",0.0,-1.63,-0.66,-0.82,-1.47,-1.47
427,MCG,5.0,9.94,9.23,9.23,9.94,9.48,0.28,"836,760.00","364,203.56",0.0,-1.12,-0.25,-0.72,-1.47,-1.47
428,MAC,5.0,9.8,9.1,9.1,9.8,9.5,0.25,"313,096.00","59,782.33",0.0,-2.13,-1.77,-1.07,-1.47,-1.47
429,PVL,5.0,13.8,12.8,12.6,13.8,13.04,0.46,"1,338,707.00","464,922.74",0.0,-0.39,0.53,-0.58,-1.49,-1.49
430,TAR,5.0,42.0,38.9,38.9,42.0,40.0,1.25,"1,928,847.20","805,617.96",0.0,-0.13,-0.84,-0.82,-1.52,-1.52
431,PVB,5.0,26.6,24.6,24.6,27.8,26.32,1.34,"766,215.40","223,467.27",0.0,-5.07,-3.99,-0.7,-1.55,-1.55
432,PXS,5.0,14.5,13.4,13.4,14.65,14.09,0.53,"1,814,700.00","374,529.00",0.0,-2.86,-2.93,-0.55,-1.57,-1.57
433,SZC,5.0,76.7,70.8,70.8,76.7,73.8,2.22,"2,063,260.00","927,749.21",0.0,-1.92,-1.9,-0.73,-1.59,-1.59
434,VC7,5.0,24.5,22.6,22.6,24.5,23.42,0.71,"376,828.80","143,314.44",0.0,-1.93,-0.58,-0.97,-1.6,-1.6
435,GEX,5.0,41.15,37.95,37.95,41.15,39.52,1.19,"16,345,060.00","5,967,961.77",0.0,-1.98,-1.74,-0.68,-1.61,-1.61
436,PXI,5.0,8.33,7.67,7.67,8.33,8.01,0.26,"742,060.00","257,076.75",0.0,-1.47,-2.2,-0.89,-1.64,-1.64
437,CEO,5.0,70.0,64.4,64.4,70.0,66.12,2.34,"5,426,033.60","2,198,317.09",0.0,-1.67,-0.36,-0.04,-1.65,-1.65
438,NSH,5.0,18.5,17.0,16.9,18.5,17.42,0.66,"681,203.40","238,068.23",0.0,-1.72,0.2,-0.15,-1.68,-1.68
439,FTS,5.0,57.2,52.5,52.5,57.2,55.4,1.8,"497,500.00","139,261.66",0.0,-2.3,-2.19,-1.69,-1.7,-1.7
440,AAV,5.0,24.4,22.4,22.4,24.4,23.4,0.8,"597,948.00","102,567.52",0.0,-1.31,-1.16,-1.71,-1.7,-1.7
441,NBB,5.0,33.05,30.3,30.3,33.05,31.83,1.03,"2,123,860.00","900,843.48",0.0,-2.46,-1.34,-1.66,-1.72,-1.72
442,PLX,5.0,63.3,58.0,58.0,63.3,61.38,2.11,"4,363,960.00","1,710,983.48",0.0,-2.73,-2.72,-1.37,-1.73,-1.73
443,API,5.0,72.1,66.0,66.0,72.1,69.22,2.26,"163,810.00","50,879.22",0.0,-2.13,-1.33,-1.6,-1.75,-1.75
444,SCI,5.0,30.4,27.8,27.7,30.4,28.48,1.17,"260,008.00","99,004.02",0.0,0.18,0.12,-0.88,-1.77,-1.77
445,LDG,5.0,21.1,19.3,19.3,21.1,19.94,0.68,"8,423,560.00","3,495,282.62",0.0,-1.52,-0.68,-0.51,-1.77,-1.77
446,PHR,5.0,81.5,74.5,74.5,81.5,78.2,2.5,"847,980.00","394,464.62",0.0,-2.21,-1.73,-1.33,-1.78,-1.78
447,TIP,5.0,57.0,52.1,52.1,57.0,54.66,1.8,"329,360.00","114,749.83",0.0,-2.23,-1.31,-1.57,-1.78,-1.78
448,PGC,5.0,27.35,25.0,25.0,27.35,26.27,0.88,"292,700.00","138,307.38",0.0,-2.22,-2.29,-1.02,-1.78,-1.78
449,APS,5.0,34.4,31.2,31.2,34.4,33.06,1.19,"1,823,065.60","602,673.16",0.0,-3.2,-1.65,-1.84,-1.93,-1.93
450,GAS,5.0,124.6,112.9,112.9,124.6,119.78,4.44,"1,514,300.00","482,509.81",0.0,-2.39,-2.6,-1.66,-1.95,-1.95
451,PVT,5.0,29.1,26.3,26.3,29.1,27.84,1.05,"8,938,900.00","2,576,439.99",0.0,-2.47,-2.59,-1.29,-2.0,-2.0
452,NTT,5.0,11.1,10.0,10.0,11.1,10.82,0.46,"117,620.00","259,377.24",0.0,-4.65,-3.13,-2.35,-2.07,-2.07
453,MSN,5.0,158.2,142.5,142.5,158.8,153.0,6.82,"1,052,460.00","360,128.38",0.0,-2.53,-2.87,-2.67,-2.07,-2.07
454,CNG,5.0,40.75,36.7,36.7,40.75,39.19,1.53,"538,520.00","171,018.27",0.0,-2.99,-2.83,-1.82,-2.07,-2.07
455,TID,5.0,56.7,51.0,51.0,56.7,53.36,2.15,"165,573.20","50,753.02",0.0,-1.72,-0.84,-1.42,-2.1,-2.1
456,IDC,5.0,77.3,69.3,69.3,77.3,72.86,2.99,"2,870,335.40","1,364,652.97",0.0,-1.96,-1.08,-1.63,-2.16,-2.16
457,ASP,5.0,17.4,15.6,15.6,17.4,16.42,0.72,"825,640.00","194,988.48",0.0,-1.26,-2.63,-0.94,-2.16,-2.16
458,PXL,5.0,17.4,15.6,15.6,17.4,16.46,0.7,"636,925.40","167,838.24",0.0,-1.57,-1.45,-1.98,-2.16,-2.16
459,TVD,5.0,22.1,19.8,19.8,22.1,21.16,0.92,"1,222,316.80","421,479.38",0.0,-4.48,-2.71,-1.11,-2.17,-2.17
460,PBP,5.0,43.0,38.5,37.9,44.1,41.12,2.77,"140,823.20","28,576.78",0.0,0.79,-2.94,-3.34,-2.19,-2.19
461,PCG,5.0,12.4,11.1,11.1,12.5,12.08,0.57,"255,010.40","72,428.31",0.0,-4.22,-3.88,-2.53,-2.19,-2.19
462,CII,5.0,33.25,29.75,29.75,33.25,31.05,1.34,"8,662,520.00","2,802,425.02",0.0,-1.8,-0.61,-1.1,-2.2,-2.2
463,HTP,5.0,47.0,41.9,40.2,47.0,43.84,2.8,"135,720.00","14,379.22",0.0,2.09,-1.77,-2.25,-2.27,-2.27
464,DRH,5.0,19.37,17.1,17.1,19.37,18.17,0.83,"2,743,840.00","1,434,523.25",0.0,-1.97,-2.29,-1.62,-2.46,-2.46
465,IDJ,5.0,32.9,29.0,29.0,32.9,30.86,1.39,"1,478,614.00","378,459.04",0.0,-2.81,-1.77,-1.73,-2.49,-2.49
466,PFL,5.0,14.6,12.8,12.8,14.6,13.6,0.68,"1,174,731.40","504,794.22",0.0,-1.53,-2.0,-1.86,-2.6,-2.6
467,VRC,5.0,30.25,26.5,26.5,30.9,29.07,1.75,"389,820.00","92,797.29",0.0,-3.06,-3.51,-3.77,-2.61,-2.61
468,NBC,5.0,25.1,21.8,21.8,25.1,23.94,1.34,"1,200,280.00","275,060.87",0.0,-5.09,-4.46,-1.96,-2.78,-2.78
469,TC6,5.0,18.1,15.7,15.7,18.2,17.28,1.01,"1,165,584.60","518,176.14",0.0,-5.01,-4.81,-1.97,-2.8,-2.8
470,PXT,5.0,12.0,10.4,10.4,12.0,11.32,0.7,"780,856.00","190,439.70",0.0,-4.06,-4.66,-1.17,-2.82,-2.82
471,THT,5.0,19.8,17.1,17.1,19.8,18.68,0.99,"609,954.60","210,842.53",0.0,-4.63,-3.62,-2.08,-2.89,-2.89
472,TSC,5.0,23.05,19.6,19.6,23.05,21.47,1.38,"13,664,420.00","6,087,898.12",0.0,-3.51,-2.35,-3.5,-3.19,-3.19
473,VMG,5.0,13.2,11.2,11.2,13.2,12.14,0.77,"125,341.60","50,245.09",0.0,-2.99,-3.85,-1.3,-3.23,-3.23
474,CST,5.0,23.7,19.9,19.9,23.7,21.76,1.36,"891,799.60","280,100.53",0.0,-3.79,-3.29,-2.14,-3.43,-3.43
475,MDC,5.0,20.1,16.8,16.8,20.1,18.6,1.19,"112,623.20","30,123.07",0.0,-4.45,-4.02,-2.64,-3.52,-3.52
476,PTC,5.0,82.0,68.1,68.1,82.0,74.16,5.33,"1,134,240.00","625,321.12",0.0,-3.55,-1.43,-2.83,-3.65,-3.65
477,HLC,5.0,23.1,18.5,18.5,23.1,21.1,1.73,"126,363.80","50,003.45",0.0,-5.0,-4.89,-4.13,-4.34,-4.34
